Phylum,Depth,Site_Tundra,Value
Firmicutes,20-30,TTT,0.116861766
Betaproteobacteria,20-30,TTT,10.72949472
Deltaproteobacteria,20-30,TTT,2.832412304
Armatimonadetes,20-30,TTT,0.376334502
Chlorobi,20-30,TTT,0.5011191
Chloroflexi,20-30,TTT,9.844118288
Bacteria_Other,20-30,TTT,11.18901896
Archaea,20-30,TTT,0.023768495
Acidobacteria,30-40,TTT,17.19452532
Planctomycetes,30-40,TTT,3.424643968
Alphaproteobacteria,30-40,TTT,6.274882643
Gammaproteobacteria,30-40,TTT,1.851961891
Gemmatimonadetes,30-40,TTT,4.125814566
Nitrospirae,30-40,TTT,0.156475924
Verrucomicrobia,30-40,TTT,15.7604928
Actinobacteria,30-40,TTT,7.80002773
Bacteroidetes,30-40,TTT,3.493968744
Caldiserica,30-40,TTT,0
Firmicutes,30-40,TTT,0.180244419
Betaproteobacteria,30-40,TTT,15.56836413
Deltaproteobacteria,30-40,TTT,3.274110167
Armatimonadetes,30-40,TTT,0.37831521
Chlorobi,30-40,TTT,0.948759086
Chloroflexi,30-40,TTT,12.17343078
Bacteria_Other,30-40,TTT,7.338522788
Archaea,30-40,TTT,0.055459821
Acidobacteria,40-50,TTT,5.132014182
Planctomycetes,40-50,TTT,2.265929843
Alphaproteobacteria,40-50,TTT,2.67593638
Gammaproteobacteria,40-50,TTT,0.528849011
Gemmatimonadetes,40-50,TTT,1.515241547
Nitrospirae,40-50,TTT,0.033672034
Verrucomicrobia,40-50,TTT,5.847049736
Actinobacteria,40-50,TTT,15.29502644
Bacteroidetes,40-50,TTT,26.44245053
Caldiserica,40-50,TTT,0.124784598
Firmicutes,40-50,TTT,5.09636144
Betaproteobacteria,40-50,TTT,11.16128904
Deltaproteobacteria,40-50,TTT,6.324400341
Armatimonadetes,40-50,TTT,1.883653218
Chlorobi,40-50,TTT,0.370392378
Chloroflexi,40-50,TTT,10.72949472
Bacteria_Other,40-50,TTT,4.294174738
Archaea,40-50,TTT,0.279279815
Acidobacteria,50-60,TTT,1.853942599
Planctomycetes,50-60,TTT,1.297363678
Alphaproteobacteria,50-60,TTT,1.091370056
Gammaproteobacteria,50-60,TTT,0.243627072
Gemmatimonadetes,50-60,TTT,0.233723533
Nitrospirae,50-60,TTT,0.017826371
Verrucomicrobia,50-60,TTT,1.958920118
Actinobacteria,50-60,TTT,26.11959514
Bacteroidetes,50-60,TTT,19.85857746
Caldiserica,50-60,TTT,1.770752867
Firmicutes,50-60,TTT,9.012220968
Betaproteobacteria,50-60,TTT,12.93204191
Deltaproteobacteria,50-60,TTT,5.652940361
Armatimonadetes,50-60,TTT,0.683344227
Chlorobi,50-60,TTT,0.200051498
Chloroflexi,50-60,TTT,12.17343078
Bacteria_Other,50-60,TTT,4.539782518
Archaea,50-60,TTT,0.360488839
Acidobacteria,60-70,TTT,1.053736605
Planctomycetes,60-70,TTT,1.059678729
Alphaproteobacteria,60-70,TTT,0.570443877
Gammaproteobacteria,60-70,TTT,0.116861766
Gemmatimonadetes,60-70,TTT,0.041594866
Nitrospirae,60-70,TTT,0.027729911
Verrucomicrobia,60-70,TTT,0.871511478
Actinobacteria,60-70,TTT,28.73214887
Bacteroidetes,60-70,TTT,18.57309803
Caldiserica,60-70,TTT,2.717531246
Firmicutes,60-70,TTT,17.18066037
Betaproteobacteria,60-70,TTT,8.023847723
Deltaproteobacteria,60-70,TTT,4.365480223
Armatimonadetes,60-70,TTT,0.384257334
Chlorobi,60-70,TTT,0.277299107
Chloroflexi,60-70,TTT,13.59161764
Bacteria_Other,60-70,TTT,1.947035871
Archaea,60-70,TTT,0.465466358
Acidobacteria,70-80,TTT,3.331550696
Planctomycetes,70-80,TTT,1.115138551
Alphaproteobacteria,70-80,TTT,2.21245073
Gammaproteobacteria,70-80,TTT,0.614019451
Gemmatimonadetes,70-80,TTT,0.431794323
Nitrospirae,70-80,TTT,0.039614158
Verrucomicrobia,70-80,TTT,3.458316002
Actinobacteria,70-80,TTT,29.44916513
Bacteroidetes,70-80,TTT,12.45667201
Caldiserica,70-80,TTT,3.919820944
Firmicutes,70-80,TTT,15.5346921
Betaproteobacteria,70-80,TTT,8.604195139
Deltaproteobacteria,70-80,TTT,5.641056113
Armatimonadetes,70-80,TTT,0.406045121
Chlorobi,70-80,TTT,0.388218749
Chloroflexi,70-80,TTT,9.648028205
Bacteria_Other,70-80,TTT,2.11737675
Archaea,70-80,TTT,0.631845822
Acidobacteria,80-90,TTT,2.909659912
Planctomycetes,80-90,TTT,0.554598213
Alphaproteobacteria,80-90,TTT,0.695228475
Gammaproteobacteria,80-90,TTT,0.162418048
Gemmatimonadetes,80-90,TTT,0.063382653
Nitrospirae,80-90,TTT,0.019807079
Verrucomicrobia,80-90,TTT,1.525145087
Actinobacteria,80-90,TTT,38.0117654
Bacteroidetes,80-90,TTT,11.08800285
Caldiserica,80-90,TTT,16.46562481
Firmicutes,80-90,TTT,14.4314378
Betaproteobacteria,80-90,TTT,3.089904332
Deltaproteobacteria,80-90,TTT,4.066393329
Armatimonadetes,80-90,TTT,0.261453443
Chlorobi,80-90,TTT,0.134688138
Chloroflexi,80-90,TTT,5.130033474
Bacteria_Other,80-90,TTT,0.962624042
Archaea,80-90,TTT,0.427832907
